DOI;Abstract
10.1371/journal.pclm.0000307;"This article presents a synthesis and analysis drawing from NbS Justice, NBS Indigenous and NbS more-than-human literature, Indigenous governance, Indigenous planning and coexistence planning literature. The aim of this paper is to contribute to understandings of NbS and colonialism through critical reflection, as well as provide tools for action to for researchers and practitioners. In settler-colonial contexts, NbS are colonizing by default. Colonialism operates through producing and growing power asymmetries, which exist in NbS research and practice. These power asymmetries are perpetuated and accelerated by settler NbS practitioners and researchers. However, knowledge co-production that embodies ethical space principles with Indigenous partners in NbS may support power redistribution. To support settler NbS practitioners and researchers, we present a potential process to support mutually beneficial knowledge co-production consisting of three stages; preengagement, internal engagement and external/collective engagement. © 2025 Elsevier B.V., All rights reserved."
10.1002/pan3.10498;Adapting to and mitigating against climate change requires the protection and expansion of natural carbon sinks, especially ecosystems with exceptional carbon density such as mangrove forests (an example of ‘blue carbon’). Projects that do this are called ‘nature-based solutions’ (NbS). International norms regulating NbS stipulate the importance of justice, in contrast with some of the history and practice in wider conservation. However, what justice means and how it manifests in practice remain contentious. Selling carbon credits on the voluntary market is a growing source of funding for NbS. A large literature examines the ethics, economics, science and politics of such payments for ecosystem services (PES), including for blue carbon. The interpretations of justice in this context are particularly contentious, but operational blue carbon projects have not been examined from a justice perspective. Here we report on a case study involving the first blue carbon project, Mikoko Pamoja, and its sister project Vanga Blue Forest, both based in Kenya. We consider how justice is conceived by local participants and beneficiaries, using interviews, focus groups and participant observation to collect data, as well as by international stakeholders and in relevant governing documents and policy. We compare these perceptions with expectations and critiques derived a priori from the literature, including a classic thought experiment that influential justice philosopher John Rawls called the ‘original position’. In contrast to high-level policy and much of the literature, but in common with Rawls, local stakeholders emphasised distributional aspects of justice. Locally situated interpretations of contentious issues such as elite capture and commodification differed markedly from common interpretations in the literature. Our work emphasises the importance of situating abstract concepts in their local contexts when evaluating justice in NbS projects. It shows how narratives advocating technical precision and economic efficiency in NbS can militate against transparency and agency at a local level and emphasises the critical importance of benefit sharing that is perceived to be fair. Read the free Plain Language Summary for this article on the Journal blog. © 2023 Elsevier B.V., All rights reserved.
10.1371/journal.pclm.0000194;Over the last decade, Nature-based Solutions (NbS) for water management have gained traction as triple-win options for climate action due to their ability to address social, economic, and environmental challenges. Recent developments in the literature of NbS have resulted in a body of work addressing questions about knowledge and justice. In line with these developments, this paper proposes the Knowledge and Epistemic Injustice in NbS for Water Framework (KEIN Framework) to identify the production of epistemic injustices in the design of NbS for water management. The KEIN framework draws on questions about knowledge and power raised by Avelino and five mechanisms that lead to epistemic injustice based on work by Fricker and Byskov. We apply the framework to examine a proposal presented to the Green Climate Fund (GCF) that included both NbS for water management and Indigenous People in South America. Rather than being an analysis of the project or the GCF per se, the goal of this analysis is to demonstrate the utility of the framework to analyze proposals during the design stage. We argue that proposals submitted to the GCF are reflective of a broadly held international environmental logic. We also identify indications that knowledge was organized and treated in a way that favored external actors at the expense of local actors. Our analysis also revealed prejudices against people’s epistemic capacities, with potential implications for how the generation of local knowledge is adopted on the ground. The framework illustrates how the design of NbS may minimally disrupt power relations due to the influential role of some actors in generating knowledge. This study contributes to the operationalization of epistemic justice in designing NbS. Through the application of the proposed framework, the study contributes to future work advancing the construction of epistemically just NbS. © 2025 Elsevier B.V., All rights reserved.
10.1016/j.indic.2023.100290;As a vital component of urban green infrastructures, urban green space (UGS) provides essential ecological, recreational, and social-cultural services to urban residents. Ensuring adequate and equitable accessibility to UGS for all urban residents has become an integral aspect of promoting social justice. However, studies that comprehensively investigate the long-term changes in urban green space accessibility (UGSA) and its equity under rapid urbanization are scarce, thereby limiting the potential guidance for implementing nature-based solutions to enhance ecosystem services that benefit urban residents. In this study, taking Guangzhou, China, as the empirical study area, the UGSA and its equity during 2000–2015 were evaluated at the district level by combining the Gaussian-based two-step floating catchment area method (Gaussian-based 2SFCA) and the Gini coefficient. Meanwhile, the changes in land cover and land use (LULC) were also investigated to reveal the dynamics of the UGS. Moreover, the long-term synchronous changes between UGSA and its equity were explored through a grouping analysis based on the four-quadrant method. The results revealed spatial heterogeneity in UGSA, with peri-urban districts having more accessibility to UGS compared to core-urban districts. The equity of UGSA exhibited an uneven spatial pattern, with most districts displaying consistently low levels of equality. The results of grouping analysis underscored the significance of considering both the improvements of UGSA and its equity in policy-making, leading to specific policy implications for each district. Our study provides valuable insights that can inform future urban spatial greening strategies and contribute to the promotion of sustainable urban development. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.ufug.2023.128067;The last decade has seen a profound increase in the development of assessment frameworks for ecosystem services, green infrastructure and nature-based solutions (NBS). This has improved understanding of NBS impact assessment, including processual aspects related to participatory planning and governance. We argue that, although representing a move in the right direction, NBS assessment frameworks would benefit from a broader framing of governance, including the role of government-led laws, policies and regulations along with community-led and collaborative multi-stakeholder initiatives. The consideration of marginalised communities and environmental justice should also be strengthened. To ensure a feasible and comprehensive approach to NBS governance assessment, we carried out a systematic literature review on the topic of urban NBS governance. Using thematic analysis, we developed a framework of five themes encompassing nine governance dimensions, of which some are further broken down into sub-dimensions. To assess the different NBS governance dimensions, we developed a tool in the format of a survey for urban decision-makers and other stakeholders, encompassing nine urban NBS governance indicators corresponding with the identified dimensions. Further to complementing NBS governance assessment approaches in important ways, we were able to highlight knowledge gaps around integrating features of the planning process and community-based or traditional knowledge. Our tool for monitoring urban NBS governance is simple to use and provides cities with a low-cost and comprehensive approach for monitoring and evaluating their readiness for mainstreaming NBS. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.ufug.2023.128065;"To address the current and future impacts of climate change on urban inhabitants, the development and benefits of urban green areas have been widely investigated – including parks, open unsealed spaces, residential gardens and street trees. However, the provision of urban green spaces can be used by private developers or private-public partnerships as a marketing tool to increase real-estate values. This presents a disadvantage for low-income households who may not be able to stay where they are or move to buildings or areas less affected by heat waves. Another key challenge reflects land-use conflicts created by the need to plant more trees, as opposed to other urban needs such as more parking spaces. At present, in several cities, policy and planning instruments remain inadequate in providing enough green spaces such as urban trees to lessen the heat stress in cities (for example, in poorer neighborhoods and new urban transformations led by private developers). The need for the proliferation of urban trees faces multiple expectations and challenges from several perspectives: 1) the crucial need for adaptation to climate change; 2) the partial presence (or total absence) of trees in areas undergoing densification and future transformations to readdress within effective planning strategies and tools; and 3) the relevance of social consequences (counteracting socio-spatial inequalities and considering residents’ perspectives) linked to green gentrification and environmental justice. The aim of this paper is to investigate these three perspectives (which are currently independent, for the most part), in order to interlink the silos and address the need for an interdisciplinary perspective of trees in urban areas. We suggest that the integration of these three aspects would help us fill the current knowledge gaps and enable a comprehensive perspective on social and environmental policies required in the complex urban system, and therefore also encourage new research paths, as well as a higher social acceptance by homeowners and renters. © 2023 Elsevier B.V., All rights reserved."
10.1016/j.landurbplan.2023.104781;Green infrastructure is an increasingly popular urban sustainability strategy, widely promoted for its ability to provide multiple benefits. We examined 120 planning documents from 19 U.S. cities to identify if and how the stated benefits that cities use within their rationales for green infrastructure programs (rationale statements) align with the criteria used to site green infrastructure at the neighborhood scale (siting statements). Our findings suggest that many of the desired benefits stated in the rationales for green infrastructure lack corresponding and specific siting criteria. This was particularly evident for rationale statements concerning social and cultural ecosystem services, seemingly because certain benefits, especially those related to stormwater management, are prioritized over other green infrastructure services. While multiple benefits remain a dominant rationale for green infrastructure in the cities analyzed, including stormwater management, social cohesion, and biodiversity benefits, siting criteria were dominated by stormwater management, available locations, and other logistical considerations. These findings indicate a large-scale misalignment between the multifunctional ideal of urban green infrastructure and the procedures used to implement green infrastructure programs. We conclude with a discussion of how siting criteria and processes can be elaborated to deliver the desired benefits of green infrastructure. © 2023 Elsevier B.V., All rights reserved.
10.1111/cobi.14086;Despite a common understanding of the harmful impacts of Western conservation models that separate people from nature, widespread progress toward incorporating socioeconomic, political, cultural, and spiritual considerations in conservation practice is lacking. For some, the concept of nature-based solutions (NbS) is seen as an interdisciplinary and holistic pathway to better integrate human well-being in conservation. We examined how conservation practitioners in the United States view NbS and how social considerations are or are not incorporated in conservation adaptation projects. We interviewed 28 individuals working on 15 different such projects associated with the Wildlife Conservation Society's Climate Adaptation Fund. We completed 2 rounds of iterative coding in NVivo 12.6.1 to identify in the full text of all interview responses an a priori set of themes related to our research questions and emergent themes. Many respondents saw this moment as a tipping point for the field (one in which the perceived values of social considerations are increasing in conservation practice) (76%) and that social justice concerns and the need to overcome racist and colonial roots of Western conservation have risen to the forefront. Respondents also tentatively agreed that NbS in conservation could support social and ecological outcomes for conservation, but that it was far from guaranteed. Despite individual intention and awareness among practitioners to incorporate social considerations in conservation practice, structural barriers, including limited funding and inflexible grant structures, continue to constrain systemic change. Ultimately, systemic changes that address power and justice in policy and practice are required to leverage this moment to more fully address social considerations in conservation. © 2023 Elsevier B.V., All rights reserved.
10.1002/sd.2510;Funding and financing challenges remain a persistent barrier to implementing nature-based solutions that enhance ecosystem services, facilitate adaptation to climate change, and combat environmental stressors in cities. In the absence of adequate public financial resources, private funds are often expected to fill the gap. But market-driven, nature-based solutions can contribute to an inequitable distribution of urban ecosystem services by focusing on net benefits provided by nature. To help foster sustainable development and ensure that nature-based solutions reach diverse and historically marginalized populations and communities, this scoping review explores the ecosystem services provided by nature-based solutions and the payment mechanisms that produce and maintain them, focusing on literature on the United States. Findings suggest that the net benefits provided by nature-based solutions and the available payment mechanisms vary based on the solution utilized (e.g., urban trees, parks, community gardens). Further, the distribution of benefits from nature-based solutions is influenced by local historical, cultural, political, economic, and environmental contexts, the voices included in decision-making, and the payment mechanisms used. Inspired by social equity principles, we present a framework for ecosystem service provision that is sensitive to market-driven funding, financing, and partnerships. Practitioners can use this framework to assess whether payment schemes work in tandem with place (the local context) and process (governance and planning approaches) to ameliorate or exacerbate disparities in nature-based solutions and the benefits they provide to people. © 2023 Elsevier B.V., All rights reserved.
10.1017/cft.2023.22;Although coasts are frequently seen as at the frontline of near-future environmental risk, there is more to the understanding of the future of coastal environments than a simple interaction between increasing hazards (particularly related to global sea level rise) and increasing exposure and vulnerability of coastal populations. The environment is both multi-hazard and regionally differentiated, and coastal populations, in what should be seen as a coupled social-ecological-physical system, are both affected by, and themselves modify, the impact of coastal dynamics. As the coupled dance between human decisions and coastal environmental change unfolds over the coming decades, transdisciplinary approaches will be required to come to better decisions on identifying and following sustainable coastal management pathways, including the promotion of innovative restoration activities. Inputs from indigenous knowledge systems and local communities will be particularly important as these stakeholders are crucial actors in the implementation of ecosystem-based mitigation and adaptation strategies. © 2025 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.04.016;Urban climate adaptation through nature-based solutions (NBS) requires collective action that incorporates spatial justice considerations. Collective actions reveal new ways of thinking about urban green commons and spatial justice by reframing conventional understandings of NBS, space, and climate adaptation. Three urban green commons examined in Istanbul demonstrate how the grassroots-supported NBS must navigate complex land ownership arrangements, spatial justice, and opposing urban development priorities and socio-spatial reconfigurations spurred by local and national political elites. Using qualitative data collected from fieldwork carried out in 2019, we find critical relationships between activists, academics, professional organizations, and local residents collectively acting to promote urban green commons. NBS do not rely on the dominant techno-political processes that generate primarily infrastructure-based climate adaptation solutions in Istanbul. While spatial justice and collective action scholarship often pays attention to how disadvantaged communities gain recognition and involvement in decision making - such as establishing formal channels to access environmental goods and services - climate adaptation through NBS opens spaces of opportunity for these groups to promote justice and resist the dominant economic development paradigm. Further studies must pay attention to what extent collective actions create new socio-political identities that are harnessed to resist dominant techno-political processes, and when are these emergent identities co-opted by local and national governments. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.02.022;Social housing typically encompasses neighbourhoods with low social-economic status. Here, environmental problems like climate change and biodiversity loss have a higher impact than in other neighbourhoods. Applying Nature-based Solutions (NbS) may enhance the resilience of social housing neighbourhoods and as such make cities more just. In this article we explore to what extent NbS can be applied, given the physical, social and financial limitations that define Dutch social housing practice, and - by doing so – what NbS can contribute to environmental justice. Based upon several Living Lab experiences and dialogues with numerous housing corporations, ten NbS measures have been identified that likely will match with current practices in social housing. Implementing NbS contributes to all aspects of environmental justice, with distributional justice as the most straightforward one (more NbS means more environmental benefits). Procedural and recognitional justice were found to be of crucial importance to make greenspaces worthwhile for the residents. Our study draws attention to the fact that NbS knowledge is key but currently still insufficient, both within housing corporations as within the key partners (local authorities, landscaping firms). This means that there is a growing demand to increase NbS knowledge in the social housing sector. We finalize this article with recommendations on how to meet this demand. © 2023 Elsevier B.V., All rights reserved.
x;As nations scramble to reduce and offset their greenhouse gas emissions to achieve the goals of the Paris Climate Agreement, and corporations do the same for their own reasons, voluntary carbon markets flourish and demand for nature-based carbon credits outpaces supplies. Global attention is on countries with substantial potential to generate certifiable forest-based carbon credits. Despite nearly 30-years of experience with carbon offset projects, forest-based climate change mitigation projects of questionable quality still proliferate in Malaysia and elsewhere. Here, we assess the feasibility and sustainability of the Nature Conservation Agreement (NCA) – a recent project that includes two million hectares of protected forest in the Malaysian state of Sabah. We use this seriously flawed example to identify five key issues that forest carbon projects should not ignore: transparency, additionality, social equity, sovereignty, and complementarity. We also suggest how all five issues could be mitigated by use of a jurisdictional approach to forest carbon project development. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.cosust.2023.101297;There is potential for nature-based solutions (NbS) to contribute to climate-resilient development (CRD) due to their integrated approach to mitigation, adaptation, and sustainable development. However, despite alignment between NbS and CRD's objectives, realization of this potential is not guaranteed. A CRD pathways (CRDP) approach helps to analyze the complexities of the relationship between CRD and NbS, and a climate justice lens enables the identification of the multiple ways that NbS can support or undermine CRD by foregrounding the politics inherent in deciding between NbS trade-offs. We use stylized vignettes of potential NbS to examine how the dimensions of climate justice reveal the potential of NbS to contribute to CRDP. We consider tensions in NbS projects between local and global climate objectives, and the potential for NbS framing to reinforce inequalities or unsustainable practices. Ultimately, we present a framework that combines climate justice and CRDP in an analytical tool for understanding the potential for a NbS to support CRD in specific places. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.02.021;Discussions about just transitions and nature-based solutions (NBS) often articulate an essentialist sense of place perspective that emphasises stasis through combinations of belonging, rootedness, continuity, attachment and connections among sites, scales and subjectivities. In response, we demonstrate how a progressive understanding of “senses” of place that embraces fluid place meanings accessible at different temporal and spatial scales enables a new understanding of the interface between structural and emotional transformation of place, as well as rethinking of just urban transitions. We present four transformation modalities that reconsider people-place, people-nature, and people-institutional relations pertinent to environmental justice and use case examples to demonstrate their relevance to NBS planning. We conclude by offering two overarching principles for urban policy, planning, and governance for fostering just transitions through NBS. First, NBS planning needs to purposively activate structural and emotional transformations through experimentation to enhance procedural justice. Second, NBS co-design and implementation should consider the dynamic interplay between recognition and distribution justice to engage multiple senses of place. © 2023 Elsevier B.V., All rights reserved.
10.3390/su15107957;The issue of spatial equity of Nature-Based Solutions in cities generally concerns the spatial distribution of their benefits to local residents and other city users. In the context of flood risk management, planners are challenged to identify effective mitigation and adaptation measures that can generate benefits to the higher number of people and, more specifically, to people with highest levels of exposure and vulnerability. To address these issues, an essential step is to identify the geography of needs for mitigation, intended as prior areas in which to locate measures for flood risk mitigation. This study combines geospatial layers of multiple dimensions of exposure and vulnerability to flooding and identifies prior areas suitable for design scenarios for mitigation of flooding risk, for a regional case study located in Sicily. The results show patterns of exposure and vulnerability that vary according to locally relevant physical and social urban dimensions. Based on these results, proposals for mitigation actions are advanced with the overall objective of generating equal benefits to the most vulnerable exposed social subjects. Moreover, this study argues about the particular implications of implementing stormwater green infrastructure planning for equal beneficial distribution of the potentially achievable risk reduction. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.02.023;Cities are under intensifying pressure to respond to climate change and growing social inequities. Integrating nature-based solutions, as part of essential city infrastructure, contributes to resilient, liveable and equitable cities, as well as provision of biodiversity habitat. There is increasing focus on how concepts of justice can be embedded in these planning and governance processes. This paper proposes a framework to inform planning for just nature-based cities. It brings together concepts of just city, environmental and climate justice and more-than-human thinking, with research on urban nature-based solutions. It highlights the centrality of epistemic justice, and the importance of Traditional Ecological Knowledge in just nature-based city planning and governance. The just nature-based city framework is applied to the case study of the Yarra River (Melbourne, Australia). In 2017, the Yarra River Protection (Wilip-gin Birrarung murron) Act, the first legislation in Australia to be co-titled in the Traditional Owners’ language, legally recognised the river as a single living and integrated natural entity. Applying the just nature-based city framework, we find that there are both opportunities and challenges in this new approach to planning. While the Act and associated programs represent substantial and innovative advances, their scope is limited by exclusion of key policy domains and a focus on waterway corridor rather than catchment. The paper concludes by reinforcing the importance of a broadened understanding of justice, that spans both human and non-human considerations, and foregrounds Traditional Owners’ perspectives and aspirations in designing, planning and governing just nature-based cities. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.02.017;"Within the context of climate change and the quest for more sustainable cities, greener urban solutions are gaining traction through emerging concepts that have been orienting municipalities’ regeneration and development agendas, including the so-called nature-based solutions (NbS), which have been discussed, planned, and proposed worldwide by academics, NGOs, and policymakers. Comprising different scales and typologies, NbS makes up a modern toolkit of actions towards decarbonized, climate-resilient, and ecologically healthy cities, claiming ample ecological, social, and economic benefits. A literature analysis indicates a greater presence of research and projects focused on NbS in countries in the Global North than in the South; however, given their accelerated urban growth, lack of green areas, and degradation of local environments, cities of the South urgently need such solutions. Nonetheless, research on the effects of urban greening agendas in the Global North has demonstrated that solutions may be entangled with neoliberal practices of space production that exacerbate inequalities, resulting in harmful social impacts such as displacement of people and increases in land and housing costs. This study seeks to build an anticipatory understanding of practices that articulate NbS in the Global South from a Brazilian viewpoint. Given Brazil's reality of social and environmental injustices, we focus on whether implementing NbS could amplify such problems. Our objective is to contribute to the debate by (1) understanding how the NbS concept is being appropriated, in practice, in Brazil, and (2) reflecting and pointing out paths and recommendations on how to plan NbS through a justice lens. © 2023 Elsevier B.V., All rights reserved."
10.1038/s41893-022-01036-x;Many cities around the world are experimenting with nature-based solutions (NbS) to address the interconnected climate-, biodiversity- and society-related challenges they are facing (referred to as the climate–biodiversity–society, or CBS, nexus), by restoring, protecting and more sustainably managing urban ecosystems. Although the application of urban NbS is flourishing, there is little synthesized evidence clarifying the contribution of NbS in addressing the intertwined CBS challenges and their capacity to encourage transformational change in urban systems worldwide. We map and analyse NbS approaches specifically for climate change adaptation across 216 urban interventions and 130 cities worldwide. Results suggest that current NbS practices are limited in how they may comprehensively address CBS challenges, particularly by accounting for multidimensional forms of climate vulnerability, social justice, the potential for collaboration between public and private sectors and diverse cobenefits. Data suggest that knowledge and practice are biased towards the Global North, under-representing key CBS challenges in the Global South, particularly in terms of climate hazards and urban ecosystems involved. Our results also point out that further research and practice are required to leverage the transformative potential of urban NbS. We provide recommendations for each of these areas to advance the practice of NbS for transformative urban adaptation within the CBS nexus. © 2023 Elsevier B.V., All rights reserved.
10.1111/jiec.13369;Resource-use patterns may entail systemic risks and cascade effects, which consequently inhibit the ability to deliver socioeconomic services. Identifying resource-use patterns exhibiting systemic risks and reshaping their combinations is a potential lever in realizing the transition to a sustainable, resilient, and resource-secure system. Using an island context to assess the quantity and composition of resource throughput enables a more comprehensive analysis of these risks. This article presents the first mass-balance account of socio-metabolic flows for The Bahamas in 2018, to identify socio-metabolic risks and cascading effects. Socio-metabolic risks are systemic risks related to critical resource availability, material circulation integrity, and (in)equities in cost and benefit distributions. We utilize the economy-wide material flow accounting framework to map the material flow patterns across the economy. In 2018, annual direct material input was estimated at 9.4 t/cap/yr, of which 60% were imports. High masses of waste (1.4 t/cap/yr) remained unrecovered due to the lack of recycling. Total domestic extraction (DE) were dominated by non-metallic minerals with more than 80%, while marine biomass makes up barely 1% of total DE. Due to its linear, undiversified metabolism, and heavy imports dependency, the system is susceptible to socio-metabolic risks and cascading effects including low levels of self-sufficiency, high vulnerability to shocks, commodity price fluctuations, threats to sensitive ecosystems, health impacts, and economic losses, among others. A holistic resource management strategy and nature-based solutions that consider the trade-offs and synergies between different resource-use patterns are critical when exploring potential plans for metabolic risk reduction. © 2023 Elsevier B.V., All rights reserved.
10.3390/land12030604;Self-constructed cities refer to impoverished neighborhoods that suffer from inadequate housing. Such cities are the result of individual or communal initiatives that must self-construct their neighborhoods. Most of the self-constructed cities are located near endangered bioregions on the Earth, and their continued growth will inevitably aggravate the human impact on our planet. Dwellers in these areas tackle threats such as poverty, environmental degradation, and disaster vulnerability. The lack of knowledge in planning self-constructed cities causes conditions of injustice. However, appropriate management of the existing natural capital of the surrounding areas of such cities can address the mentioned challenges and the conditions for justice. This paper aims to evaluate the role of Nature-Based Solutions (NBS) in planning procedures, to create conditions of fairness and equity in self-constructed cities. The paper focused on the linkage between the application of NBS and four principles of justice: distributive justice, restorative justice, spatial justice, and interactional justice. Considering data from a review of the literature, scrutiny of past planning and policy measures and a field study with interviews with stakeholders, the empirical result of our study delineates important strategic implications of Nature-Based Solutions for sustainable planning in the case study of San José de Chamanga, Ecuador. It was demonstrated how small-scale, natural-based interventions, instead of broader actions based on a pure engineering perspective, are economically and ecologically profitable, with a positive impact on local communities’ well-being and social cohesion. © 2024 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2023.01.008;"This study explores the gap between theoretical frameworks of Nature-Based Solutions (NbS) and current NbS interventions. Despite the existence of well-established definitions and practical tools, there are still organizations that implement NbS according to their own interpretations, creating gaps in the way practitioners apply these solutions. Four main gaps were identified: Framing of priorities to address an outcome, measurability and effectiveness of interventions, alignment with transformational governance processes, and understanding of trade-offs. By collecting the perception of NbS practitioners mainly focused on Africa, Europe, Latin America through a structured online survey, the results showed that five main ideas can help close these gaps: (1) designing NbS to address local problems that subsequently address societal challenges may be a more effective framing than targeting interventions to societal challenges that may not capture local stakeholder priorities; (2) interventions should consider both qualitative and quantitative impact-oriented indicators to learn from practice, and establish robust interventions and confidence in NbS; (3) transformative NbS processes must incorporate pluralistic assessment in interventions, attending to distributive, recognition, and procedural justice; (4) systemic socioeconomic and institutional barriers are not exclusively within the power of practitioners to fix but they must be addressed to achieve transformative NbS processes; (5) certain types of governance, scale, and cost-benefit trade-offs may not be fully understood and remain elusive, but they are still important to identify, to integrate and negotiate trade-offs in NbS implementation. We urge NbS practitioners and formulators of the concept to consider these ideas when implementing NbS. © 2023 Elsevier B.V., All rights reserved."
10.1016/j.jenvman.2022.117050;Urban ecosystem services (UES), as an important concept in nature-based solutions, can effectively mitigate adverse environmental burdens and have great potential in addressing environmental justice issues. However, few studies linking UES with environmental justice have considered both supply and demand sides of UES, particularly at the spatial scale of residential walking space. Against this backdrop, we investigated the distributional justice of supply and demand for urban cooling, flood mitigation, air purification, and outdoor recreation in residential walking spaces in Shanghai among socially vulnerable groups (i.e., elderly residents, children, females, low-income residents, no-hukou residents, and ethnic minorities). We found that (1) the UES supply of residential walking space was much lower than that of non-residential walking space, while the UES demand was much higher than that of non-residential walking space. (2) Higher proportions of ethnic minorities, no-hukou residents, and females in Shanghai were positively correlated with several UES demands but were not positively correlated with ES supply, indicating a higher possibility of unsatisfied UES demand for these disadvantaged groups. Future urban blue-green space planning should pay more attention to the spatial allocation of blue-green space, especially placing more blue-green space around residential walking spaces with high UES demand and with a high proportion of socially disadvantaged groups. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2022.11.020;"The Latin American region has been marked by a historic process of extractivism and weak institutional structures, causing deep socio-environmental and economic crises. The resaturation of territorial justice has then become the center of the debate. Nature-based solutions, for their innovative and systemic nature, could be key in approaching these complex problems. However, the interplay between these strategies and justice is not clear enough. This article addresses this interaction centering on protected areas, the most traditional response from regional governments to nature degradation. We attempt to test the hypothesis that integrating protected areas in land use planning policies improves the exercise of justice, understanding it from a place-based point of view. To this end, we carried out quali- and quantitative analysis of social perceptions, historical background, land use policies and governance in Tandil and Tornquist, two municipal districts of the Province of Buenos Aires, Argentina. The results showed that i) protected areas were associated with justice if a conservation project reached a legal rule and if the community was involved in its formulation and management; ii) the integration of protected areas in land use planning policies helped to satisfy both conditions. We end by proposing a theoretical model which outlines how three strengths of land use planning can turn PAs into more just NbS. We also discuss the need to develop a broader and place-based approach of justice as “territorial justice”. © 2023 Elsevier B.V., All rights reserved."
10.1007/978-3-031-25110-8_133;The growing environmental pressure characterized by climate change, loss of biodiversity, and increasing disasters (floods, droughts, heat waves, and so on) along with emerging infectious diseases and especially the COVID-19 pandemic “Social Justice and Covid-19” and “COVID-19 and Social Impact” are the results of unsustainable development, where different crises interplay with one another. This stimulates and evolves governments and scientific communities to rethink the concept of resilience and the distribution of responsibility between different urban actors. During the last decades, the concept of nature-based solutions (NBS) and their implementation in the urban context gained increased attention in sustainability science and resilience theory. NBS involves nature and natural elements using an ecosystem-based approach and a concept of co-creation to address a variety of societal challenges while providing environmental benefits. This chapter examines the input of the NBS approach to resilience and sustainability research as well as the effectiveness of various NBS interventions toward achieving ecological, social, and economic outcomes and thus contributing to sustainability and resilience. The chapter aims at investigating how NBS can support the health and well-being of urban communities and how practitioners can plan, design, implement, and promote NBS, in particular, what social and cultural values are associated with NBS and what role play inter- and transdisciplinary approaches in this regard. It also discusses the synergies and trade-offs associated with NBS and in relation to NBS multifunctionality. For this purpose, the authors used a literature analysis, an assessment of Europe-wide NBS data and knowledge base, and a number of workshops and webinars developed and organized within NBS-related projects RECONECT and CONNECTING Nature. In many of the analyzed NBS cases, various participatory approaches are applied to highlight the value of co-creation concept and polycentric governance. The majority of them consider human well-being and social resilience as an integral factor in their projects, while having many environmental issues and SDGs in the background. Resilience to climate change dominates the discourse in such projects, and also the development of various strategies for addressing other sustainability and societal challenges with the help of nature toward making cities just, healthy, and resilient for their inhabitants are the key outcomes resulting from the presented NBS projects, from which structural analysis will be provided in the paper. © 2024 Elsevier B.V., All rights reserved.
10.1073/pnas.2214334120;"Civil infrastructure will be essential to face the interlinked existential threats of climate change and rising resource demands while ensuring a livable Anthropocene for all. However, conventional infrastructure planning largely neglects the contributions and maintenance of Earth’s ecological life support systems, which provide irreplaceable services supporting human well-being. The stability and performance of these services depend on biodiversity, but conventional infrastructure practices, narrowly focused on controlling natural capital, have inadvertently degraded biodiversity while perpetuating social inequities. Here, we envision a new infrastructure paradigm wherein biodiversity and ecosystem services are a central objective of civil engineering. In particular, we reimagine infrastructure practice such that 1) ecosystem integrity and species conservation are explicit objectives from the outset of project planning; 2) infrastructure practices integrate biodiversity into diverse project portfolios along a spectrum from conventional to nature-based solutions and natural habitats; 3) ecosystem functions reinforce and enhance the performance and lifespan of infrastructure assets; and 4) civil engineering promotes environmental justice by counteracting legacies of social inequity in infrastructure development and nature conservation. This vision calls for a fundamental rethinking of the standards, practices, and mission of infrastructure development agencies and a broadening of scope for conservation science. We critically examine the legal and professional precedents for this paradigm shift, as well as the moral and economic imperatives for manifesting equitable infrastructure planning that mainstreams biodiversity and nature’s benefits to people. Finally, we set an applied research agenda for supporting this vision and highlight financial, professional, and policy pathways for achieving it. © 2023 Elsevier B.V., All rights reserved."
10.3390/su15021598;Municipalities, their utilities and resource managers are designing and implementing policies and programs toward climate adaptation, which means governing urban water resources differently. Urban water managers are thus expanding their roles and responsibilities through the installation and maintenance of green stormwater infrastructure (GSI) systems. This system expansion is perhaps more striking for water utilities administering GSI-related programs because they acquire a role that has an impact on how residents and neighborhoods will differentially experience the effects of climate change. Through an in-depth qualitative study of a GSI program in Tucson, Arizona, USA, we contribute to the socio-environmental justice framework with specific attention to distributive, procedural, recognition, interactional, and mobility justice. We highlight that a socio-environmental justice approach requires resource managers and decision-makers to recognize and respect the ways in which people’s everyday relationship to water and water infrastructure is impacted by culturally mediated social norms and values, as well as legacies of exclusion and inclusion in urban development and resource governance. Thus, we argue that discussions around water equity in urban water governance need to be placed within a socio-environmental justice framework to address historical inequalities and ensure these are not reproduced through GSI. © 2024 Elsevier B.V., All rights reserved.
